467	14	11	23.65
1157	7	8	30.88
120	1188	4	23.87
319	108	4	6.28
103	603	3	4.65
232	142	3	10.89
108	3126	3	16.95
563	110	3	7.14
102	2768	5	27.47
113	435	3	6.37
101	2017	3	6.51
2947	107	4	25.71
7	832	11	43.32
536	10	34	386.1
793	726	15	249.19
114	630	3	9.45
123	1656	7	58.69
102	429	11	33.44
195	1256	10	125.95
111	5476	3	23.21
713	12	5	8.19
118	921	9	65.88
102	532	16	69.61
4091	114	3	22.38
535	12	8	15.5
1234	101	4	7.54
312	101	21	49.71
604	112	7	31.03
124	289	6	24.52
101	667	6	9.17
101	607	10	23.87
189	128	11	42.91
1245	102	5	17.87
108	1528	4	18.72
98	4981	3	14.87
434	14	8	11.27
7	5421	4	27.48
98	6455	3	19.29
109	425	8	28.31
98	318	64	376.44
125	113	68	156.81
98	149	261	1261.77
795	14	13	49.57
5018	14	3	14.78
98	200	126	704.64
556	125	3	12.6
176	381	4	29.03
103	7957	3	23.75
151	138	8	23.45
110	888	7	35.25
109	290	5	9.15
111	740	8	41.43
101	916	4	5.68
107	1872	6	36.32
7	1795	4	12.73
3935	8	4	34.03
8	199	4	4.56
619	140	3	17.3
2004	101	5	16.52
118	2082	5	39.24
98	4930	4	25.72
128	1472	3	18.63
110	3642	4	28.49
101	1678	3	5.54
251	171	4	23.54
127	858	4	23.15
168	528	3	21.09
128	247	3	7.38
118	670	4	18.87
98	3961	5	32.15
491	2724	6	96.16
1049	101	6	14.2
380	112	3	5.6
4013	101	3	12.13
421	104	4	6.63
107	2450	4	22.96
607	322	3	29.28
121	313	8	37.24
144	220	3	10.73
188	106	11	18.99
98	1158	13	62.74
104	259	19	65.67
454	113	6	21.07
108	897	3	9.1
7918	14	3	19.2
118	293	3	7.42
114	374	5	15.57
127	485	3	12.01
7	583	7	14.89
101	1318	3	4.42
113	689	6	26.36
108	2240	4	21.91
105	5594	3	20.44
172	357	4	27.35
140	156	7	21.34
104	816	5	16.71
852	12	6	13.62
632	101	6	8.52
1345	12	5	13.66
231	12	18	26.76
389	107	4	8.05
2836	101	3	8.55
389	152	7	51.33
109	683	6	23.75
109	623	5	16.93
12	109	189	45.5
1727	102	5	20.96
1200	109	5	23.37
192	140	3	8.21
7	4088	5	34.35
12	154	22	6.43
980	103	16	103.86
450	117	4	14.47
126	196	19	100.05
3458	101	3	10.63
12	235	13	13.11
136	1016	4	28.43
4059	3370	3	58.91
201	115	5	9.14
527	108	6	20.16
107	1515	4	18.7
9	110	59	47.28
150	3032	3	29.85
7	1392	3	6.38
130	16	7	4.99
1312	14	5	13.03
5049	118	3	27.34
1034	12	5	11.35
111	561	5	17.76
1862	101	4	10.36
5714	116	4	41.08
1646	143	11	129.34
2714	101	4	14.18
118	6097	3	31.83
2930	1622	4	70.7
109	976	9	51.42
352	101	21	56.63
2576	101	5	20.82
7	3695	4	19.97
1573	105	9	56.65
12	356	11	18.86
102	2204	3	10.85
226	276	11	105.87
109	1746	6	36.71
111	1113	5	24.54
4973	101	3	14.27
1827	101	3	6
606	105	3	5.75
2747	101	3	8.55
113	2150	4	23.94
7	5056	3	16.17
186	1375	3	28.29
12	1247	7	23.49
2515	199	3	33.3
765	102	3	5.2
102	936	7	26.25
742	108	3	8.17
123	1200	7	52.62
17	432	3	19.84
178	255	6	42.22
107	2690	3	15.94
293	14	13	19.48
524	9	6	25.5
7	3088	3	11.31
140	500	6	40.29
122	39	8	9.4
127	321	3	9.37
107	467	3	5.51
486	171	9	83.69
193	189	20	174.96
7	178	57	169.76
102	1088	6	22.4
108	674	6	22.99
178	300	3	18.26
118	564	3	11.5
114	180	29	122.9
1061	12	3	4.02
119	3750	4	34.87
2284	12	4	14.17
7	1554	3	6.78
3038	103	3	14.35
101	245	16	19.33
107	1276	5	23.7
925	109	4	15.03
706	105	4	10.74
98	2586	8	51.44
110	216	6	8.62
794	418	4	46.63
159	104	12	7.7
126	537	3	12.74
102	3576	5	32.56
104	1688	5	24
210	346	7	62.88
111	397	14	70.08
4118	14	3	12.63
169	155	3	8.9
399	118	4	14.86
133	565	4	23.26
285	110	7	17.62
113	1972	4	23
120	2486	6	52.79
137	256	9	51.89
101	458	8	11.06
1058	109	3	10.1
111	3058	3	18.21
661	101	12	35.07
98	2279	3	8.32
1830	117	3	17.48
118	1481	4	25.15
255	222	3	19.75
7	363	18	54.45
8	2089	4	25.65
7	534	12	36.75
2435	101	3	7.77
3984	103	3	17.1
114	433	12	62.95
109	5303	3	22.12
105	1652	3	11.18
3367	14	3	11.13
107	3048	3	16.94
16	13	3	6.31
108	2343	3	15.11
111	1520	7	45.36
2053	14	3	6.97
472	118	4	16.03
102	2476	3	11.57
4342	113	3	21.27
140	246	6	29.58
4	14	3	9.97
104	5127	3	20.17
102	191	32	89.32
108	553	3	6.43
102	273	58	337.61
118	651	14	106.13
128	232	19	112.24
113	197	30	133.39
502	14	6	6.94
107	763	4	13.42
117	499	3	9.71
101	1673	5	14.54
7	1037	3	4.81
102	2935	5	29.63
104	296	8	17.39
111	2033	3	14.96
109	1605	5	27.2
153	176	8	40.21
2958	101	3	9.48
1447	12	3	5.53
457	116	7	33.13
7	2258	4	14.41
144	136	7	16.03
98	489	34	178.48
876	105	4	12.56
104	1435	5	22.3
4442	105	3	18.24
151	101	40	28.53
102	1466	8	40.26
104	5720	4	32.85
129	191	4	9.28
973	9	3	12.28
113	1396	5	27.7
561	1087	6	83.47
394	104	28	159.11
111	2172	3	15.61
108	1362	4	17.52
105	336	8	19.98
111	2292	5	33.87
963	138	3	19.38
2405	39	3	25.77
498	125	3	11.85
8	353	6	20.54
147	7	374	2508.91
228	108	5	5.87
104	1180	8	41.31
109	593	3	6.89
104	1316	4	15.25
12	958	9	30.07
250	165	3	14.9
113	4092	3	21.27
214	136	3	8.75
372	345	12	143.9
104	347	15	56.69
131	107	62	131.98
1985	101	3	6.51
1513	112	3	13.55
219	101	13	8.21
768	14	6	11.97
3606	115	3	22.22
105	1534	5	23.55
148	338	21	194.51
113	376	4	9.58
10	213	3	8.36
122	1790	3	19.36
299	101	8	5.26
3806	112	4	29.59
821	131	3	16.44
2646	103	3	13.36
176	347	4	28.03
692	12	4	4.6
205	107	18	54.31
5893	101	4	24.9
205	152	3	11.06
151	169	3	8.31
136	475	4	22.18
411	560	4	43.33
129	324	6	28.35
670	104	5	14.53
7	1761	6	24.98
113	1516	3	13.62
7	1625	4	12.02
102	324	40	214.47
98	3939	4	20.8
108	542	7	26.1
344	111	7	22
98	4043	4	20.8
105	1153	10	58.57
107	694	9	43.08
101	1856	5	15.47
148	515	8	64.38
497	116	3	9.65
2843	112	4	26.17
330	101	13	20.62
818	103	3	6.25
111	1976	4	22.64
102	3056	4	20.91
2180	101	4	11.99
626	112	4	13.37
104	213	9	12.84
145	999	3	21.43
448	444	3	29.48
165	1988	4	40.82
3063	101	3	9.48
159	1703	3	26.48
98	1498	11	56.44
104	545	11	45.52
131	114	49	121.87
114	2386	5	36.17
104	426	12	45.24
506	173	4	30.66
208	102	16	28.52
578	103	4	7.99
39	6431	3	37.2
7	2532	6	29.96
739	280	11	142.05
130	3148	4	36.07
129	1268	3	18.41
102	459	8	20.24
102	399	4	4.44
425	329	3	27.1
107	1096	7	36.9
101	1975	3	6.51
611	111	3	8.18
136	170	5	14.38
1504	14	7	25.97
105	313	12	37.36
102	1268	10	53.13
6520	302	3	48.93
137	894	4	27.8
640	111	9	45.53
139	572	6	41.88
101	633	8	16
164	238	3	14.01
98	224	95	507.06
98	182	145	759.85
1367	12	3	5.17
125	148	8	14.11
333	105	12	39.16
111	884	15	108.98
158	528	5	37.71
328	679	3	30.06
532	1176	3	36.59
7	3300	3	11.31
107	1277	9	55.9
101	328	22	56.99
124	715	3	14.09
12	4909	3	15.19
1428	128	4	27.42
127	1542	3	19
101	194	17	11.05
5105	101	3	14.27
117	1949	4	26.82
3807	101	4	17.45
1348	99	16	102.9
98	2583	5	21.81
114	1579	5	30.36
4227	101	3	12.13
217	12	14	12.62
1025	103	3	7.22
1550	101	4	9.06
105	822	6	22.87
151	927	5	42.21
101	3136	4	15.62
113	3447	3	19.7
110	160	39	128.57
148	5377	4	52.12
1741	9	3	15.88
2729	7	8	54.96
39	8152	3	37.2
665	118	3	12.39
111	380	5	13.64
134	241	7	33.94
103	133	38	39.22
109	1736	3	13.32
829	117	5	26.67
2854	101	3	8.55
107	386	12	49.94
840	123	3	14.9
98	3346	5	26.83
1294	12	8	30.73
102	962	8	32.47
102	1081	3	6.62
230	1108	3	29.87
113	827	3	10.03
734	101	5	6.95
1613	1615	5	83.51
17	144	7	28.05
1192	12	3	4.55
509	105	4	8.35
118	263	32	224.53
128	686	8	54.88
110	1101	3	10.84
2742	108	6	43.89
110	1177	4	17.33
3972	6186	3	67.23
116	104	165	371.13
1158	174	3	26.73
543	9	3	8.78
122	588	4	19.09
7	6161	3	20.61
133	443	16	133.09
110	346	7	20.88
109	767	5	19.38
169	434	5	38.43
127	1348	8	67.17
1362	8	3	14.02
113	1925	4	23
982	12	5	10.87
193	1226	3	28.48
3657	101	4	17.45
104	3232	3	15.21
108	1696	4	19.4
173	228	12	95.04
102	1979	4	16.23
128	1962	3	20.72
108	1816	4	20.14
1445	101	3	4.76
123	161	4	4.09
2271	12	4	14.17
433	185	7	62.19
285	126	3	8.6
461	101	12	25.53
114	4079	3	22.38
141	990	6	50.77
107	3674	4	27.61
165	167	5	21
2035	12	5	17.99
830	101	8	20.01
334	103	5	6.65
1747	101	3	6
98	2301	6	27.37
1373	127	3	18.12
423	108	3	4.98
114	1264	3	13.45
101	535	6	7.12
356	118	4	13.73
101	484	24	92.17
107	1381	3	11.28
132	1412	3	19.77
133	2829	3	25.6
107	1441	5	25.15
212	344	8	74.05
128	635	4	20.83
102	6818	3	22.75
104	2411	3	13.38
2308	16	3	23.13
222	151	3	11.89
104	2487	3	13.38
454	108	3	5.3
127	535	4	19.31
7	576	25	128.2
102	4510	4	25.38
109	2020	3	13.9
102	4554	4	25.38
496	361	3	28.75
1236	12	5	13.01
122	168	4	5.5
98	1904	10	57.69
122	217	4	9.38
122	285	8	36.44
116	458	3	9.26
2032	109	3	13.9
975	501	3	35.13
381	123	3	10.07
1884	12	5	17.99
683	101	10	25.89
273	112	7	18.38
7	5037	4	27.48
118	367	3	8.86
102	1066	10	48.57
104	2232	4	19.59
118	471	12	76.15
102	857	14	74.05
338	1367	3	34.4
673	934	7	100.07
113	914	3	10.53
1159	14	3	4.22
102	1759	3	9.66
154	613	3	19.87
976	111	5	23.42
690	108	4	12.3
109	1003	10	59.88
233	668	10	116.66
102	3474	3	14.57
119	140	32	107.29
371	171	3	19.04
102	5530	3	18.3
109	919	10	58.66
133	215	10	51.36
113	1321	6	34.95
2117	101	4	11.99
101	786	4	4.58
102	1251	3	7.54
129	412	3	11.78
102	1115	11	57.93
275	105	5	6.2
630	14	6	9.35
573	115	4	15.95
126	1078	16	158.72
520	14	7	10.44
125	153	7	12.12
109	499	14	71.38
111	868	3	10.03
125	108	40	40.57
109	416	11	46.28
111	986	6	30.56
101	3230	4	15.62
7	2605	5	23.96
39	129	6	6.54
115	106	130	286.14
107	2316	3	15.09
113	2707	3	17.47
395	110	3	5.21
5088	14	3	14.78
119	2039	3	19.05
111	1628	4	21.06
102	2785	3	12.39
122	626	4	19.57
131	127	21	47.3
202	176	3	14.17
7	831	16	77.85
127	616	5	27.93
202	226	6	43.02
127	684	4	21.26
5438	12	3	15.19
2352	101	4	12.99
102	412	17	66.35
157	249	4	20.89
601	12	6	9.7
1710	12	3	6.34
5921	101	3	14.27
884	101	4	5.38
391	103	4	5.32
107	627	10	48.1
7	1083	9	35.02
113	301	12	47.81
98	6183	3	19.29
154	1124	4	33.69
102	158	46	105.36
1601	12	6	21.81
3540	109	5	38.95
1314	101	8	28.36
157	454	4	26.85
114	1010	3	12.14
102	231	44	188.9
7	4344	3	14.01
108	2821	3	15.96
114	2178	3	16.97
2570	14	3	9.03
135	7	529	3419.05
1104	9	9	61.59
101	4377	5	31.13
832	111	9	51.64
151	137	5	10.31
113	3657	3	19.7
133	1050	4	28.29
1357	111	3	12.51
10	2	6	7.15
271	108	4	5.03
158	277	3	14.93
102	3811	4	22.79
155	6844	3	40.08
101	987	8	23.08
107	1997	3	13.71
740	109	3	8.34
124	498	3	11.66
101	935	4	5.68
105	417	4	6.93
98	4907	3	14.87
102	1424	5	19.28
129	158	12	38.38
229	101	21	31.61
1347	101	4	8
1111	117	3	14.48
102	1575	5	20.08
109	1881	5	29.32
3245	101	3	9.48
292	101	10	9.27
122	435	3	10.71
716	12	4	5.04
219	957	3	28.34
12	1384	4	9.6
114	466	3	7.82
118	225	26	154.75
314	108	8	22.23
7	6569	3	20.61
127	365	3	10.37
7	464	30	149.87
769	111	3	9.55
801	160	18	214.57
1261	108	3	10.92
10	2560	3	25.6
102	2081	6	32.22
120	2385	4	30.49
137	113	13	8.37
127	1130	3	17.01
101	544	6	7.12
358	601	3	29.96
101	425	7	7.21
119	454	3	10.11
111	213	6	9.46
108	3443	5	38.65
175	105	10	10.1
843	103	3	6.48
321	101	12	16.44
1239	101	3	4.11
103	1238	4	13.62
133	429	14	111.24
159	517	3	19.28
7	4072	3	14.01
113	3295	3	18.48
111	426	10	43.52
104	1719	3	10.92
119	249	5	14.72
111	545	13	71.73
3363	101	4	17.45
102	3467	3	14.57
150	114	7	4.59
1189	114	3	13.09
1106	102	3	6.91
3985	101	3	12.13
110	204	25	96.51
352	112	6	17.81
7	3711	3	12.49
469	111	5	15.78
108	1973	6	37.8
1947	9	4	24.67
296	411	3	26.26
503	111	3	6.85
1553	111	3	13.36
113	998	4	17.16
107	360	3	4.06
101	1556	3	5.13
1786	104	3	11.44
7	208	11	7.45
132	572	4	21.36
402	116	3	8.55
200	136	5	18.21
2332	114	3	17.72
104	884	3	7.49
108	2419	4	22.98
3656	116	6	61.63
496	173	3	21.05
965	105	6	24.55
1040	101	5	10
5987	12	3	19.61
2032	101	3	6.51
101	5854	3	14.27
117	194	7	16.65
4044	10	4	43.23
126	5551	4	44.63
43	182	3	23.98
508	102	5	9.15
107	939	4	14.78
639	101	5	5.85
219	5062	3	41.35
157	140	3	4.93
529	101	7	9.79
118	1040	3	15.09
113	2854	4	26.27
145	658	4	27.72
114	4668	3	22.38
116	1069	3	14.1
824	113	4	15.7
494	1179	3	36.13
141	160	4	9.34
7	5437	4	27.48
814	9	3	11.23
103	2005	3	11.17
7	5301	3	16.17
1115	111	9	57.01
109	560	3	6.73
98	6267	3	19.29
98	184	161	936.36
98	266	82	490.03
101	683	5	6.37
7	2096	3	8.85
7	1916	3	8.24
124	156	29	128.94
312	112	12	48.57
604	101	8	15.08
136	270	5	23.34
108	1461	3	11.7
136	196	4	12.72
105	154	12	6.89
7	1659	3	7.22
7	1735	11	64.54
113	1514	3	13.62
8	183	11	27.11
2727	101	4	14.18
8	134	37	93.66
108	1290	3	10.92
2004	112	4	22.9
516	105	4	8.35
103	1750	3	10.6
539	113	3	7.64
159	890	3	22.74
120	110	144	452.16
12	727	9	25.13
224	133	6	25.76
12	676	7	14.94
271	14	9	6.63
111	798	13	85.68
107	2406	6	41.42
109	1421	3	11.87
294	111	5	10.93
172	850	3	24.32
188	174	5	26.8
127	932	8	60.55
139	1566	3	22.58
177	222	22	206.18
559	171	5	41.66
1601	105	4	17.45
5163	139	3	32.59
380	101	19	50.69
1422	101	4	8.51
1104	10	3	19.67
330	109	5	10.51
109	1521	3	12.31
122	955	3	15.41
98	1305	16	102.9
104	280	23	94.88
607	171	4	32.15
103	953	4	11.5
1223	112	3	12.31
663	105	3	6.09
309	103	6	8.88
7	4258	3	14.01
118	702	8	50.95
114	1059	3	12.44
308	14	9	8.77
1286	14	3	4.52
111	3384	4	29.33
98	6105	3	19.29
117	364	9	43.48
101	1793	4	10.36
215	115	5	10.28
4888	14	3	14.78
102	1585	6	26.75
108	1121	10	62.01
411	416	4	40.74
104	5856	4	32.85
124	500	7	39.36
118	3245	6	57.94
109	245	6	10.05
185	12	13	5.02
119	913	6	37.5
407	101	11	19.35
107	3243	3	16.94
39	1303	4	31.66
107	3326	4	27.61
151	180	12	69.52
113	3767	3	19.7
151	112	8	4.69
692	105	3	6.26
98	6286	3	19.29
109	501	6	19.61
104	1196	4	14.24
898	112	3	10.46
305	189	7	56.59
103	1902	3	11.17
1875	12	3	6.81
674	101	5	6.1
814	130	3	16.01
129	565	4	20.65
98	2911	6	32.92
105	252	60	377.08
98	4950	4	25.72
102	1269	8	37.57
101	697	4	3.91
397	1448	3	36.13
7	2079	5	20.81
8	369	3	6.58
101	638	8	16
124	246	6	21.3
143	640	3	18.45
10	3935	4	43.23
326	104	7	14.8
1539	108	5	26
102	565	18	87.46
232	116	3	4.54
864	112	3	10.21
591	101	6	7.93
104	431	13	51.87
704	101	6	9.88
7	2529	6	29.96
710	614	3	34.57
829	116	3	12.72
156	568	6	48.01
107	586	7	27.27
3141	105	3	15.48
4562	101	3	12.13
476	109	3	5.67
131	2400	3	23.23
118	528	6	30.51
108	733	8	37.45
105	2027	3	12.27
7	5023	3	16.17
655	14	4	4
1175	106	3	10.44
7	5075	4	27.48
353	110	3	4.58
102	2235	3	10.85
98	2074	9	51.46
104	986	4	12.96
122	271	4	12.22
108	4424	3	19.74
1559	14	6	19.94
102	2355	3	11.57
3406	14	3	11.13
122	197	16	74.93
104	868	13	74.04
110	106	51	7.25
126	6675	3	33.47
113	3462	5	41.22
110	232	16	55.25
120	1011	3	15.05
1144	401	3	34.93
1144	453	3	35.56
119	153	6	6.93
98	794	24	146.06
779	155	8	74.97
1189	127	4	25.66
109	1084	7	37.35
113	1731	3	14.11
332	429	7	76.43
107	1292	3	10.9
5791	101	3	14.27
101	6338	3	18.68
130	163	7	16.6
2375	101	5	19.13
12	2924	3	10.36
101	382	9	11.47
101	442	6	5.19
624	12	5	6.78
1661	116	7	54.03
139	762	4	27.21
762	109	5	19.38
101	593	11	27.1
661	112	6	25.8
783	103	3	6.04
102	1994	8	47.92
120	824	3	13.97
108	3428	3	18.17
123	3101	5	46.33
249	127	5	17.19
119	405	4	14.91
105	2246	3	12.91
98	981	20	120.68
7	2782	3	10.35
107	2988	3	16.94
755	14	4	4.86
209	248	3	18.49
119	1110	4	23.08
209	147	3	10.62
104	735	7	27.25
107	128	68	134.07
1431	131	3	19.71
109	3315	3	18.35
752	103	3	5.84
102	768	14	70.85
108	1044	4	15.6
167	699	3	22.51
104	4633	4	27.88
110	175	14	29.75
453	5414	3	47.28
129	2158	3	21.99
98	597	32	190.8
102	3641	5	32.56
204	137	7	30.63
102	3505	4	22.79
2917	7	7	48.09
2508	109	3	15.28
2144	101	3	7.1
1292	101	4	7.54
113	1866	3	14.64
124	699	6	36.55
7	1438	6	21.62
217	8	4	5.51
1025	117	3	13.85
108	1875	3	13.14
429	103	6	12.95
2	1906	3	22.76
123	361	3	9.66
101	1407	6	17.99
101	1586	4	9.06
114	219	6	12.23
212	128	11	48.96
123	1118	8	61.76
108	809	6	25.75
1391	14	3	5.18
7	3087	4	18.11
7	5006	4	27.48
134	225	14	85.28
748	111	3	9.33
109	1644	3	12.79
1540	14	3	5.56
7	4689	5	34.35
2397	14	3	8.24
668	14	5	6.77
108	2282	6	41.46
98	1616	12	70.2
7	366	22	77.43
101	1152	4	7.11
127	566	27	261.47
1279	105	3	9.51
1107	101	7	19.67
714	103	3	5.65
102	637	5	11.41
118	323	3	7.88
108	860	5	19.94
102	845	11	50.92
108	911	6	26.86
2552	12	7	39.8
102	1963	7	38.85
173	102	48	147.37
283	128	3	8.61
255	169	4	23.57
111	2949	4	27.42
142	5281	4	50.73
1112	2845	3	46.8
870	223	3	28.04
1511	14	7	25.97
12	138	32	5.69
2288	108	3	15.11
102	3386	6	45.5
108	5533	3	21.94
4080	9	4	33.99
160	115	5	3.84
108	1172	4	16.5
105	525	3	4.9
113	7542	3	27.96
101	1069	6	14.2
470	153	4	26.33
180	111	28	104.27
174	513	4	31.31
7533	14	3	19.2
1384	9	4	21.75
107	1926	5	28.99
1990	12	3	7.34
876	12	6	14.13
111	816	5	21.54
120	126	49	149.25
7	3420	4	19.97
120	270	10	46.21
133	1081	3	19.34
104	229	39	179.89
153	215	3	11.74
330	112	4	8.31
764	105	4	11.59
109	1602	3	12.79
127	2186	3	21.3
144	126	8	13.11
103	903	11	55.73
457	117	13	79.46
121	154	10	21.64
101	3457	4	17.45
1181	14	3	4.22
7	875	5	11.03
251	16	3	8.56
126	3283	4	35.09
7	977	12	54.35
107	658	5	17.25
113	334	11	44.48
203	918	5	51.24
298	145	3	13.79
128	346	3	10.06
1231	111	3	12.13
313	111	7	20.37
117	104	107	160.9
148	193	4	15.36
139	1142	3	20.57
113	588	5	18.47
113	437	4	10.58
109	1288	3	11.09
198	180	4	21.28
104	561	8	28.49
116	874	6	34.85
304	119	12	63.24
8	6047	3	29.26
101	3306	5	25.82
7	4432	4	22.54
359	101	14	26.61
3013	99	7	45.01
1015	491	5	64.45
104	1113	4	13.79
109	582	4	11.33
4196	105	3	18.24
2630	101	3	8.55
101	2493	4	12.99
390	101	12	21.75
437	2121	3	39.3
107	3568	5	38.62
105	329	5	8.17
98	4951	3	14.87
355	106	8	24.55
107	1729	4	19.37
368	108	7	20.42
101	817	11	35.47
12	2359	6	27.99
3576	108	5	38.65
7	1898	10	62.06
5739	125	3	28.66
101	2446	3	7.77
102	3932	5	37.92
305	293	3	23.95
119	779	3	13.49
651	9	3	9.95
1150	12	3	4.55
4406	101	3	12.13
101	600	6	8.22
218	363	3	22.24
12	2132	3	7.93
1038	12	4	7.37
129	472	3	12.53
105	222	9	14.83
113	370	3	5.48
101	2020	3	6.51
139	1185	4	30.44
101	1944	5	16.52
114	841	7	39.16
102	472	18	78.19
3759	101	3	10.63
113	2655	3	17.47
107	2280	3	15.09
120	1189	3	16.03
101	3290	3	9.48
115	174	13	38.85
7	2621	4	16.65
899	111	4	16.05
108	5184	3	21.94
796	127	4	22.8
153	443	4	25.79
122	662	4	20.09
109	1239	5	24.02
104	397	10	33.01
7	4328	3	14.01
319	344	3	25.29
110	1646	6	36.35
102	2981	5	29.63
114	4230	5	48.47
104	246	19	61.53
318	1456	3	34.27
113	217	7	13.64
113	285	3	3.96
2909	103	3	14.35
7	948	20	124.15
1062	103	3	7.5
546	101	5	4.74
102	215	26	73.52
98	4024	4	20.8
104	2938	4	23.39
5127	101	3	14.27
98	6147	3	19.29
684	101	5	6.37
2412	165	3	29.97
1272	12	3	4.85
142	1530	10	110.21
1420	105	9	54.74
117	1161	5	30.34
7	1658	7	30.54
229	112	10	27.89
119	2226	3	19.71
129	215	4	10.9
12	675	4	4.6
126	692	13	104.23
130	4224	3	27.49
12	749	4	5.28
98	392	39	193.49
114	3509	3	20.81
105	2660	3	14.48
105	1043	4	13.7
747	104	5	15.92
101	416	8	9.93
196	399	4	31.6
139	6800	3	37.08
101	551	10	21.54
296	9	3	5.28
2724	10	5	49.72
104	2033	4	18.66
12	165	94	294.45
126	267	50	441.92
151	657	3	19.8
109	2064	3	14.55
738	12	4	5.28
108	2297	3	15.11
145	586	3	18.22
109	1884	3	13.9
12	7574	3	19.61
12	1361	8	30.73
187	395	3	20.92
107	5017	3	21.93
107	3098	3	16.94
126	1535	7	58.76
1011	102	7	26.99
16	165	5	10.06
12	1512	4	10.17
101	6095	3	18.68
12	1564	3	5.91
645	103	3	4.96
102	723	3	4.82
108	908	4	14.44
114	590	8	40.36
102	680	4	7.96
492	14	5	4.41
385	104	4	5.99
3364	3328	6	139.6
297	147	4	21.08
126	5759	4	44.63
101	1315	5	12.26
113	626	10	53.19
7	381	23	86.4
1853	14	3	6.45
216	106	9	17.08
848	108	3	8.85
503	110	3	6.31
104	2172	4	19.59
102	1050	9	41.23
105	2009	6	34.82
343	14	8	8
98	2092	9	51.46
104	1008	6	24.65
111	1180	7	40.79
606	12	9	22.01
402	103	7	16.33
152	289	3	14.56
552	116	4	16.12
103	105	94	4.69
139	5456	3	32.59
117	2428	3	19.48
237	136	4	15.27
122	1577	3	18.32
4074	101	4	19.99
104	1778	4	17.84
857	101	4	5.1
111	347	15	71.4
408	121	6	28.52
192	573	4	33.98
186	117	4	5.13
101	5128	3	14.27
1350	101	8	28.36
2817	112	3	17.4
686	368	3	30.96
133	231	30	234.48
101	2901	3	9.48
114	1399	4	21.55
111	2646	3	17.21
317	118	3	7.8
7	1401	6	21.62
374	14	7	6.67
127	1511	3	19
107	1170	3	10.55
173	593	3	22.18
2907	105	4	23.75
9	123	16	6.15
618	112	5	18.95
338	101	11	14.87
4524	101	4	19.99
101	213	13	7.43
130	312	3	9.88
108	3188	3	16.95
111	365	5	13.31
104	1856	3	11.44
150	113	9	6.65
4057	6464	3	67.23
587	104	6	18.17
195	5526	3	40.05
104	1085	6	26.01
7	3120	5	26.1
152	162	4	11.62
110	1471	3	12.32
128	946	5	32.47
104	2306	3	13.38
101	1386	4	8.51
101	1557	3	5.13
1564	116	3	16.39
101	1490	3	4.76
118	176	10	29.48
1055	101	7	18.87
102	752	14	69.39
113	672	3	8.78
297	130	16	106.28
269	171	7	50.53
1093	108	4	16.04
109	1882	5	29.32
145	572	3	18.05
122	480	6	31.13
102	2392	6	34.18
109	2018	4	21.21
108	2163	4	21.91
102	2528	8	54.44
7	2694	3	10.35
197	108	6	6.17
419	104	5	10.23
5048	125	3	28.66
16	220	8	34.38
103	430	4	5.83
101	3934	4	19.99
109	666	4	12.27
154	4180	3	33.17
109	606	7	28.59
1387	110	3	12.32
12	220	57	214.1
7	4071	3	14.01
159	592	3	20.1
2949	101	5	22.94
123	204	8	27.2
102	1870	8	45.58
459	183	6	51.7
7	1228	3	5.68
120	4506	3	25.39
190	101	16	7.78
117	1795	3	17.48
1390	12	3	5.53
412	12	6	5.94
3544	105	3	16.69
120	154	5	4.91
260	12	9	6.6
2222	12	3	7.93
372	274	15	178.02
2185	112	3	15.81
677	114	4	15.62
904	12	5	9.99
123	4678	3	26.1
109	229	8	16.04
98	438	41	228.38
124	409	20	152.97
7	1660	10	54.85
1993	624	4	57.52
101	933	5	9.1
108	1341	3	11.29
179	1064	8	88.55
