111	7361	0
840	6267	2
44631	7291	6
23988	8806	29
181	1167	9
125	5782	9
1096	2423	15
21055	8234	7
123	8120	0
47070	3021	5
131	4260	26
102	5347	2
933	5006	7
391	9789	15
1032	9477	6
1020	7624	0
9972	3048	15
11582	3477	5
43518	4646	5
418	6333	2
46005	5126	5
142	5793	12
137	7632	18
104	3910	16
124	2390	0
2	7547	35
147	8419	0
12606	3795	2
14	1539	12
268	5485	1
54141	6908	10
29564	9507	17
4411	3411	24
294	1002	7
39667	7869	12
2119	8447	2
103	4004	0
181	5038	9
16490	7509	25
16866	5674	1
2320	6852	30
105	3293	0
1334	5205	19
338	1232	11
134	5937	4
47745	8072	4
20349	4726	1
15259	3568	3
6281	316	6
41007	6896	8
988	8547	5
111	7686	0
9576	6223	27
20665	5564	20
219	4995	25
52252	7997	32
6172	1150	19
2759	4549	11
3818	2542	1
102	5034	2
721	2436	12
30080	8388	25
19434	3818	22
854	7556	2
2618	3921	6
595	6597	3
1270	3621	11
317	3601	18
11178	3072	29
14	8443	46
12616	7181	2
125	8248	18
124	2838	2
8437	7270	12
3696	9449	9
566	7171	1
462	3287	7
632	3934	3
643	2559	0
32534	985	15
663	2677	2
496	3244	1
10647	9442	0
5503	3044	0
111	641	7
744	5257	3
49334	7178	4
381	5485	0
2732	6548	5
973	6066	12
14	6658	29
5489	2965	0
6637	9142	3
102	6632	13
865	8727	16
17679	2238	8
2272	3148	20
5229	1281	0
103	6853	2
112	6799	12
104	5135	21
175	2101	21
108	8700	21
110	7931	5
1277	3179	14
7105	1397	4
937	3634	13
2461	7988	16
18049	6953	2
121	1299	22
48974	596	12
583	9025	15
36903	3189	26
14	3854	17
8625	4292	20
1878	3708	36
54166	8988	0
3738	5179	7
126	7718	12
109	3574	11
11425	8412	20
16	7797	15
813	9787	0
106	4124	1
1710	4075	3
106	7411	6
407	6391	16
122	3322	0
738	2108	2
14	5639	22
102	8737	3
9	8721	10
13	9973	11
119	7927	13
1413	4410	6
430	9810	18
14	2467	25
14	8161	19
